Title,Rating,Review,Release Year,Review Date,Id,imdbID
Gook,8.4,"Great Story, Good Screenplay (Sometimes not that good though), Good Acting, Good Direction, was in black in white (stylistic choice so cannot hate).",2017,09/20/2019,104,tt6057032
Better Luck Tomorrow,7.9,"Very Early 2000s and late 90s vibe, Decent acting, good story, very teenage, decent screenplay, the ending like collapses.",2002,10/27/2019,105,tt0280477
Joker,9.6,"Brilliant Acting, Brilliant Score (Especially how it works with the story and scenes), Incredible Story, Incredible twists, Good direction and Art Design, Great Screenplay, Some scenes were not shot very well and can be seen that they are just Arthur's imagination.",2019,10/27/2019,106,tt7286456
The Fast and the Furious: Tokyo Drift ,4.7,"Decent Story, Terrible Acting except for Sung Kang, Terrible Screenplay, action scenes were ok, the Only incredible thing about this movie was the song Toyko Drift.",2006,11/21/2019,107,tt0463985
The Texas Chain Saw Massacre,5.0,"Extremely Boring, Acting very bad, Story not that good, Not scary at all, Very predictable scares, No coherent plot, Very short, The only good scene of the movie was the very last scene (and this is more iconic than great).",1974,11/21/2019,108,tt0072271
Harold & Kumar Go to White Castle,8.3,"Great Story, pretty funny, Great acting from big three characters, good message on Asian representation, Plot flows nicely and is pacing.",2004,11/21/2019,109,tt0366551
21 & Over,3.3,"Justin Chon was Decent as an actor but Miles Teller's character was very dumb, The overall Movie is just very dumb and not funny at all (Did not laugh once), Nothing good about this movie at all, Plot was very stupid and the concept is very dumb.",2013,12/18/2019,110,tt1711425
Star Wars: Episode I – The Phantom Menace,6.9,"Acting by the veteran actors was good (Liam Neeson, Ewan McGregor especially, Samuel L Jackson, and Yoda), the acting by those who are not experienced were either pretty bad or very bad, Direction was horrible, Story was great, Screenplay was terrible, Visuals were really good, Score was incredible, Production Design was great, Film aged better than most would have thought, Pacing was really off in the first half.",1999,12/18/2019,111,tt0120915
Star Wars: Episode II – Attack of the Clones,7.0,"Started off very poor in the first 1/2 and picked up in the second half, Ewan McGregor is still incredible, acting by Hayden and Natalie is Bad, acting by veteran actors is fine, screenplay is still bad, story is great, visuals are incredible, score is incredible, Most unimportant movie of the prequels.",2002,12/28/2019,112,tt0121765
Ad Astra,5.2,"Visuals, Sound mixing and editing were very good, Plot was very boring, with direction and acting very poor and boring as well, Score was nonexistent and not used when it was needed, Screenplay was very bland.",2019,12/22/2019,113,tt2935510
Hustlers,8.0,"Acting by Jennifer Lopez and Constance Wu was very good, Story was good but ending was kinda meh and very rushed, pacing was not very consistent, Very enjoyable and entertaining movie.",2019,12/22/2019,114,tt5503686
127 Hours,8.5,"Great Performance by James Franco, Score was great, Direction was great, Story was very good, Very short movie which is a shame because it throws the pacing off for the movie, wanted to see more of the movie but was constrained by the time.",2010,12/22/2019,115,tt1542344
Rocketman,8.6,"Incredible Performance by Taren Egerton, Music was very well performed by the cast, Story was very good, Acting was good by the rest of the cast, Great celebration of Elton John's career and work, very funny when it needs to be and very serious when it needs to be, Time and continuity was not very good from the movie because there was not signs of when each event occurred or what year everything took place in, great costume design.",2019,12/22/2019,116,tt2066051
My Week with Marilyn,7.8,"Great Acting performances by Michelle Williams and Kenneth Branagh, Good story, good screenplay, very safe movie in terms of no risks taken, very enjoyable movie overall.",2011,12/22/2019,117,tt1655420
Star Wars: The Rise of Skywalker,5.4,"The entire movie is just JJ Abrams trying to correct the mistakes made by Rian Johnson, The first 2/3 of the movie as really bad and very cringe-worthy, the performances were very bland by all of the sequel trilogy characters, the screenplay was extremely repetitive and very boring, the story was just dumb and there are so many loose ends that will never be tied up, John Williams score so you know what it is, bad direction, Great Production Design, the pacing is fine because there is just zero expedition to tell anything that has happened before. The final third of the movie was pretty good, Very cringy movie overall.",2019,12/22/2019,118,tt2527338
Marriage Story,9.1,"Incredible Acting by Driver and Johannson, Great Acting by supporting cast, Great Screenplay, Great Story, Good score, Good Pacing and plot, Good Cinematography, Well Made Movie overall, Extremely Over-the-top and noticeable it is Oscar Bait.",2019,12/24/2019,119,tt7653254
Us,8.0,"Good acting by Lupita Nyong'o, decent acting by rest of the cast, good screenplay but meh at times, good story, conflict was pretty dumb and very poorly explained, twist at the end was good, score was good, cinematography was good.",2019,12/28/2019,120,tt6857112
Parasite,9.5,"Great Acting, Incredible Direction, Incredible Story, Incredible Screenplay (Both how Comedic it is and how trilling and powerful it is) even though it is in Korean and I was reading subtitles, Score was great in how it complements the movie, Incredible Symbolism in the commentary on Class Conflict, The Movie is broken into two separate parts (A comedic half and a thriller half), The pacing of the movie is very off because it spends too much time on the comedic side when a little bit more should be placed on the second half due to the commentary it is trying to convey, The issue with the pacing leads to the ending/epilogue to be very rushed, Overall Incredible Movie.",2019,01/02/2020,121,tt6751668
The Irishman,8.8,"Incredible Acting by the cast as a whole (Best was top 3 and Pacino especially), Great Direction, Great Screenplay, Great Story, Movie is Way too long, The pace is both slow and fast at the same time (The actual pace of the movie is very slow but the details of the movie are presented very fast), it is a very dense movie and is a very slow burn, Great Movie overall.",2019,01/03/2020,122,tt1302006
The Two Popes,8.7,"Great Acting and Chemistry by the two leads, Great Screenplay, Great Cinematography as it had the feel of a Documentary, The movie really has no plot as it can be boiled down into 3 scenes, Good Direction.",2019,01/05/2020,123,tt8404614
Home Alone 2: Lost in New York,9.0,"Great Acting By Culkin and Pesci, Very Funny, Iconic, Very Fun Movie to watch, Great Score, Great Screenplay, Great Story, Great Sequel.",1992,01/05/2020,124,tt0104431
1917,9.2,"Incredible Cinematography, Incredible Direction, Great Score, Great realistic visuals, Good Acting, Great Pacing, Cliche War Movie Tropes, Combination of Saving Private Ryan and Dunkirk, decent screenplay, Emotions were conveyed really well, pacing was good.",2019,01/17/2020,125,tt8579674
Knives Out,8.9,"Great Screenplay, Very good modern interpretation of a who done it, Great acting by entire cast, Some very stupid decisions that were easily avoided, Good direction, Great Ending with a lot of twists (Though some of the explanation was kind done), pacing was good.",2019,01/17/2020,126,tt8946378
Uncut Gems,9.4,"Incredible Acting by Adam Sandler, Incredible Direction, Incredible Screenplay, Great Story, Incredible conveying of emotion, Starts off kinda rough but the final hour of the movie was incredible, Emotions and Anxiety were conveyed incredibly, Ending was Incredible, Pacing was very fast and hectic (But I loved that), Ending was very hectic and fast cuts (liked that), The only bad thing about the movie is the score is pretty bad and only works well for the high intensity moments, Some shots and scenes were not acted well and bad.",2019,01/21/2020,127,tt5727208
